ID,department,education,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score,Project ID,Project Type,Start Date,Planned Completion Date,Actual Completion Date,Project Status,Priority,Task ID,Task Status,Assigned To,Hours Spent,Budget,Actual Cost,Delay Days,Cost Overrun %,Tasks Completed,Productivity Score,Training Effectiveness,Experience Index,Priority_Scaled,Workload Pressure
,Sales & Marketing,Masters & above,1,38,1,10,0,0,41,,,,,,,,,,,,,,0,,0,,41,10,,
,Procurement,Bachelors,1,37,3,5,1,0,69,,,,,,,,,,,,,,0,,0,,69,15,,
,HR,Bachelors,1,25,,1,0,0,49,,,,,,,,,,,,,,0,,0,,49,,,
,Sales & Marketing,,1,24,,1,0,0,50,,,,,,,,,,,,,,0,,0,,50,,,
,Sales & Marketing,Bachelors,1,48,5,3,0,0,55,,,,,,,,,,,,,,0,,0,,55,15,,
,Analytics,Bachelors,2,29,,1,1,0,86,,,,,,,,,,,,,,0,,0,,172,,,
,Operations,Bachelors,1,29,3,3,0,0,57,,,,,,,,,,,,,,0,,0,,57,9,,
,Operations,Masters & above,1,42,4,4,0,0,60,,,,,,,,,,,,,,0,,0,,60,16,,
,Sales & Marketing,Bachelors,1,29,,1,0,0,48,,,,,,,,,,,,,,0,,0,,48,,,
,Procurement,Below Secondary,1,22,,1,0,0,68,,,,,,,,,,,,,,0,,0,,68,,,
,HR,Masters & above,1,38,4,8,1,0,49,,,,,,,,,,,,,,0,,0,,49,32,,
,Sales & Marketing,Bachelors,1,35,3,7,0,0,42,,,,,,,,,,,,,,0,,0,,42,21,,
,HR,Bachelors,1,27,5,3,0,0,48,,,,,,,,,,,,,,0,,0,,48,15,,
,Sales & Marketing,Masters & above,1,39,5,7,0,0,49,,,,,,,,,,,,,,0,,0,,49,35,,
,Analytics,Bachelors,1,55,3,12,0,0,81,,,,,,,,,,,,,,0,,0,,81,36,,
,Operations,Bachelors,1,45,5,13,1,0,57,,,,,,,,,,,,,,0,,0,,57,65,,
,R&D,Masters & above,1,34,5,10,1,0,83,,,,,,,,,,,,,,0,,0,,83,50,,
,Analytics,Masters & above,1,27,3,5,0,0,81,,,,,,,,,,,,,,0,,0,,81,15,,
,Legal,Bachelors,1,32,5,3,0,0,57,,,,,,,,,,,,,,0,,0,,57,15,,
,Analytics,Bachelors,1,34,1,6,0,0,83,,,,,,,,,,,,,,0,,0,,83,6,,
,Operations,Bachelors,1,23,,1,1,0,59,,,,,,,,,,,,,,0,,0,,59,,,
,Sales & Marketing,Bachelors,1,40,4,10,0,0,49,,,,,,,,,,,,,,0,,0,,49,40,,
,Analytics,Bachelors,1,31,3,4,1,0,84,,,,,,,,,,,,,,0,,0,,84,12,,
,Operations,Masters & above,1,49,3,12,0,0,60,,,,,,,,,,,,,,0,,0,,60,36,,
,Analytics,Bachelors,1,30,3,2,1,0,85,,,,,,,,,,,,,,0,,0,,85,6,,
,Operations,Bachelors,1,30,1,5,0,0,59,,,,,,,,,,,,,,0,,0,,59,5,,
,HR,Bachelors,1,35,5,10,1,0,50,,,,,,,,,,,,,,0,,0,,50,50,,
,Legal,Bachelors,1,32,5,5,0,0,56,,,,,,,,,,,,,,0,,0,,56,25,,
,Sales & Marketing,Bachelors,1,31,4,6,0,0,50,,,,,,,,,,,,,,0,,0,,50,24,,
,Analytics,Bachelors,1,34,4,7,1,0,85,,,,,,,,,,,,,,0,,0,,85,28,,
,Procurement,Bachelors,1,32,2,7,0,0,68,,,,,,,,,,,,,,0,,0,,68,14,,
,HR,Bachelors,1,25,5,2,0,0,49,,,,,,,,,,,,,,0,,0,,49,10,,
,Sales & Marketing,Bachelors,1,35,4,3,0,0,49,,,,,,,,,,,,,,0,,0,,49,12,,
,Finance,Bachelors,1,31,3,6,0,0,62,,,,,,,,,,,,,,0,,0,,62,18,,
,Sales & Marketing,Bachelors,1,31,1,4,0,0,48,,,,,,,,,,,,,,0,,0,,48,4,,
,Operations,Bachelors,1,33,5,6,0,0,60,,,,,,,,,,,,,,0,,0,,60,30,,
,Procurement,Masters & above,1,35,5,12,0,0,72,,,,,,,,,,,,,,0,,0,,72,60,,
,Procurement,Masters & above,1,32,1,3,0,0,68,,,,,,,,,,,,,,0,,0,,68,3,,
,Sales & Marketing,Masters & above,1,36,4,8,1,0,55,,,,,,,,,,,,,,0,,0,,55,32,,
,Sales & Marketing,Masters & above,1,48,5,8,0,0,49,,,,,,,,,,,,,,0,,0,,49,40,,
,Technology,Bachelors,1,36,4,2,1,1,78,,,,,,,,,,,,,,0,,0,,78,8,,
,Operations,Bachelors,1,45,4,16,0,0,56,,,,,,,,,,,,,,0,,0,,56,64,,
,Sales & Marketing,Bachelors,1,29,3,4,1,0,44,,,,,,,,,,,,,,0,,0,,44,12,,
,Legal,Bachelors,1,31,,1,0,0,58,,,,,,,,,,,,,,0,,0,,58,,,
,Operations,Bachelors,1,27,1,3,0,0,60,,,,,,,,,,,,,,0,,0,,60,3,,
,Sales & Marketing,Bachelors,3,30,1,7,0,0,49,,,,,,,,,,,,,,0,,0,,147,7,,
,Operations,,1,29,5,5,1,0,62,,,,,,,,,,,,,,0,,0,,62,25,,
,Sales & Marketing,Bachelors,1,23,,1,0,0,47,,,,,,,,,,,,,,0,,0,,47,,,
,Sales & Marketing,Bachelors,2,26,,1,0,0,50,,,,,,,,,,,,,,0,,0,,100,,,
,Procurement,Bachelors,1,32,5,6,1,0,69,,,,,,,,,,,,,,0,,0,,69,30,,
,Analytics,Bachelors,1,39,3,8,1,0,89,,,,,,,,,,,,,,0,,0,,89,24,,
,Sales & Marketing,Bachelors,1,40,5,14,0,0,50,,,,,,,,,,,,,,0,,0,,50,70,,
,Sales & Marketing,Bachelors,1,28,3,5,1,0,45,,,,,,,,,,,,,,0,,0,,45,15,,
,Operations,Below Secondary,1,23,3,2,0,0,55,,,,,,,,,,,,,,0,,0,,55,6,,
,Sales & Marketing,Bachelors,1,48,5,16,0,0,49,,,,,,,,,,,,,,0,,0,,49,80,,
,Sales & Marketing,Masters & above,1,39,5,4,0,0,49,,,,,,,,,,,,,,0,,0,,49,20,,
,Procurement,Masters & above,1,36,3,9,0,0,67,,,,,,,,,,,,,,0,,0,,67,27,,
,Operations,Masters & above,2,39,5,9,1,0,61,,,,,,,,,,,,,,0,,0,,122,45,,
,Procurement,Bachelors,1,47,4,2,1,0,76,,,,,,,,,,,,,,0,,0,,76,8,,
,Procurement,Masters & above,1,32,2,7,0,0,72,,,,,,,,,,,,,,0,,0,,72,14,,
,Operations,Masters & above,1,48,4,8,0,0,59,,,,,,,,,,,,,,0,,0,,59,32,,
,Operations,Bachelors,1,36,3,4,0,0,58,,,,,,,,,,,,,,0,,0,,58,12,,
,Technology,Masters & above,1,35,3,4,1,0,77,,,,,,,,,,,,,,0,,0,,77,12,,
,Finance,Bachelors,4,32,3,4,0,0,57,,,,,,,,,,,,,,0,,0,,228,12,,
,Operations,Below Secondary,1,25,3,3,0,0,61,,,,,,,,,,,,,,0,,0,,61,9,,
,HR,Masters & above,1,55,3,3,0,0,52,,,,,,,,,,,,,,0,,0,,52,9,,
,Procurement,Bachelors,2,43,3,6,0,0,70,,,,,,,,,,,,,,0,,0,,140,18,,
,Analytics,Bachelors,1,33,5,6,1,0,83,,,,,,,,,,,,,,0,,0,,83,30,,
,Technology,Masters & above,1,48,3,7,1,1,77,,,,,,,,,,,,,,0,,0,,77,21,,
,Sales & Marketing,Bachelors,2,34,3,4,0,0,50,,,,,,,,,,,,,,0,,0,,100,12,,
,Finance,Bachelors,1,30,5,3,1,0,55,,,,,,,,,,,,,,0,,0,,55,15,,
,Technology,Masters & above,1,40,1,2,1,0,78,,,,,,,,,,,,,,0,,0,,78,2,,
,Sales & Marketing,Bachelors,1,34,4,2,0,0,52,,,,,,,,,,,,,,0,,0,,52,8,,
,Sales & Marketing,Masters & above,1,32,5,3,1,0,47,,,,,,,,,,,,,,0,,0,,47,15,,
,Technology,Masters & above,2,33,4,5,0,1,88,,,,,,,,,,,,,,0,,0,,176,20,,
,Sales & Marketing,,1,23,3,2,0,0,50,,,,,,,,,,,,,,0,,0,,50,6,,
,Operations,Bachelors,2,40,3,9,1,0,58,,,,,,,,,,,,,,0,,0,,116,27,,
,Operations,Masters & above,1,47,4,4,1,0,56,,,,,,,,,,,,,,0,,0,,56,16,,
,Analytics,Bachelors,1,43,3,17,0,0,86,,,,,,,,,,,,,,0,,0,,86,51,,
,HR,Masters & above,1,54,3,12,1,0,47,,,,,,,,,,,,,,0,,0,,47,36,,
,Analytics,Bachelors,1,35,3,5,0,0,86,,,,,,,,,,,,,,0,,0,,86,15,,
,Sales & Marketing,Bachelors,1,29,3,5,0,0,50,,,,,,,,,,,,,,0,,0,,50,15,,
,Analytics,Bachelors,1,28,2,4,0,0,81,,,,,,,,,,,,,,0,,0,,81,8,,
,Technology,Masters & above,2,36,3,2,0,0,80,,,,,,,,,,,,,,0,,0,,160,6,,
,Analytics,,1,28,5,5,1,0,82,,,,,,,,,,,,,,0,,0,,82,25,,
,Finance,Bachelors,1,27,1,1,1,0,62,,,,,,,,,,,,,,0,,0,,62,1,,
,Procurement,Masters & above,1,52,5,17,1,0,71,,,,,,,,,,,,,,0,,0,,71,85,,
,Operations,Bachelors,2,31,5,3,0,0,63,,,,,,,,,,,,,,0,,0,,126,15,,
,Procurement,Bachelors,1,31,5,3,1,0,72,,,,,,,,,,,,,,0,,0,,72,15,,
,Sales & Marketing,Masters & above,1,35,1,4,1,0,53,,,,,,,,,,,,,,0,,0,,53,4,,
,Operations,Bachelors,1,35,5,10,0,0,62,,,,,,,,,,,,,,0,,0,,62,50,,
,Sales & Marketing,Masters & above,1,33,1,8,0,0,48,,,,,,,,,,,,,,0,,0,,48,8,,
,Sales & Marketing,Masters & above,2,34,4,9,1,0,51,,,,,,,,,,,,,,0,,0,,102,36,,
,Operations,Masters & above,1,37,3,5,1,0,58,,,,,,,,,,,,,,0,,0,,58,15,,
,Sales & Marketing,Bachelors,1,30,2,5,0,0,45,,,,,,,,,,,,,,0,,0,,45,10,,
,Finance,Masters & above,1,36,3,9,0,0,55,,,,,,,,,,,,,,0,,0,,55,27,,
,Analytics,Bachelors,1,27,5,3,1,0,87,,,,,,,,,,,,,,0,,0,,87,15,,
,Technology,Masters & above,2,36,3,8,0,0,76,,,,,,,,,,,,,,0,,0,,152,24,,
,Sales & Marketing,,1,23,4,2,0,0,47,,,,,,,,,,,,,,0,,0,,47,8,,
,Analytics,Bachelors,1,27,,1,1,0,86,,,,,,,,,,,,,,0,,0,,86,,,
,HR,,1,30,5,7,1,0,50,,,,,,,,,,,,,,0,,0,,50,35,,
,HR,Bachelors,1,26,3,3,0,0,52,,,,,,,,,,,,,,0,,0,,52,9,,
,Technology,Bachelors,1,30,3,9,0,0,79,,,,,,,,,,,,,,0,,0,,79,27,,
,Technology,Bachelors,1,30,1,5,0,0,80,,,,,,,,,,,,,,0,,0,,80,5,,
,Procurement,Bachelors,1,30,3,4,1,0,72,,,,,,,,,,,,,,0,,0,,72,12,,
,Procurement,Bachelors,1,35,2,6,0,0,71,,,,,,,,,,,,,,0,,0,,71,12,,
,Technology,Bachelors,2,28,1,1,0,0,78,,,,,,,,,,,,,,0,,0,,156,1,,
,Procurement,Bachelors,1,30,1,7,0,0,63,,,,,,,,,,,,,,0,,0,,63,7,,
,Legal,Bachelors,1,29,2,4,0,0,59,,,,,,,,,,,,,,0,,0,,59,8,,
,HR,Masters & above,1,33,2,5,0,0,50,,,,,,,,,,,,,,0,,0,,50,10,,
,Operations,Masters & above,1,50,3,19,1,0,58,,,,,,,,,,,,,,0,,0,,58,57,,
,Technology,Masters & above,1,33,4,7,1,0,76,,,,,,,,,,,,,,0,,0,,76,28,,
,Operations,Masters & above,1,54,2,7,0,0,62,,,,,,,,,,,,,,0,,0,,62,14,,
,Sales & Marketing,Bachelors,1,26,4,3,1,0,52,,,,,,,,,,,,,,0,,0,,52,12,,
,Sales & Marketing,Bachelors,2,32,2,7,1,0,47,,,,,,,,,,,,,,0,,0,,94,14,,
,Operations,Bachelors,2,32,3,5,0,0,62,,,,,,,,,,,,,,0,,0,,124,15,,
,Analytics,Bachelors,1,34,4,2,1,0,80,,,,,,,,,,,,,,0,,0,,80,8,,
,Operations,Masters & above,1,34,4,3,1,0,55,,,,,,,,,,,,,,0,,0,,55,12,,
,Finance,Bachelors,2,32,4,5,0,0,58,,,,,,,,,,,,,,0,,0,,116,20,,
,Sales & Marketing,Bachelors,2,29,5,5,0,0,51,,,,,,,,,,,,,,0,,0,,102,25,,
,Finance,Bachelors,2,34,3,9,0,0,60,,,,,,,,,,,,,,0,,0,,120,27,,
,Technology,Masters & above,1,40,2,11,0,0,77,,,,,,,,,,,,,,0,,0,,77,22,,
,Operations,Bachelors,1,35,3,4,0,0,62,,,,,,,,,,,,,,0,,0,,62,12,,
,Sales & Marketing,Masters & above,1,32,1,5,0,0,47,,,,,,,,,,,,,,0,,0,,47,5,,
,Technology,Bachelors,4,32,4,4,0,0,79,,,,,,,,,,,,,,0,,0,,316,16,,
,Procurement,Bachelors,1,31,4,4,0,0,70,,,,,,,,,,,,,,0,,0,,70,16,,
,Procurement,Masters & above,4,37,3,9,0,0,68,,,,,,,,,,,,,,0,,0,,272,27,,
,Sales & Marketing,Bachelors,2,32,3,5,1,0,56,,,,,,,,,,,,,,0,,0,,112,15,,
,Procurement,Masters & above,1,32,2,3,0,0,69,,,,,,,,,,,,,,0,,0,,69,6,,
,HR,Bachelors,1,25,,1,0,0,52,,,,,,,,,,,,,,0,,0,,52,,,
,Procurement,Masters & above,6,39,3,3,0,0,65,,,,,,,,,,,,,,0,,0,,390,9,,
,Technology,Masters & above,1,34,3,6,0,0,81,,,,,,,,,,,,,,0,,0,,81,18,,
,Analytics,,1,28,3,2,0,0,82,,,,,,,,,,,,,,0,,0,,82,6,,
,Technology,Bachelors,2,30,4,4,0,0,88,,,,,,,,,,,,,,0,,0,,176,16,,
,Operations,Masters & above,1,58,5,6,1,0,59,,,,,,,,,,,,,,0,,0,,59,30,,
,Operations,Bachelors,1,31,3,6,0,0,61,,,,,,,,,,,,,,0,,0,,61,18,,
,Procurement,Bachelors,3,27,3,2,0,1,87,,,,,,,,,,,,,,0,,0,,261,6,,
,Analytics,Masters & above,1,33,2,6,0,0,85,,,,,,,,,,,,,,0,,0,,85,12,,
,Operations,Bachelors,1,32,3,3,0,0,62,,,,,,,,,,,,,,0,,0,,62,9,,
,Sales & Marketing,Bachelors,1,27,3,4,1,1,49,,,,,,,,,,,,,,0,,0,,49,12,,
,Sales & Marketing,,1,36,1,17,0,0,52,,,,,,,,,,,,,,0,,0,,52,17,,
,Finance,Bachelors,1,31,2,4,0,0,58,,,,,,,,,,,,,,0,,0,,58,8,,
,Operations,Bachelors,1,37,5,7,1,0,65,,,,,,,,,,,,,,0,,0,,65,35,,
,Procurement,Masters & above,1,41,3,9,0,0,67,,,,,,,,,,,,,,0,,0,,67,27,,
,Sales & Marketing,Masters & above,1,55,5,10,0,0,48,,,,,,,,,,,,,,0,,0,,48,50,,
,Operations,Bachelors,1,42,5,3,1,0,62,,,,,,,,,,,,,,0,,0,,62,15,,
,HR,Bachelors,1,29,5,5,0,0,45,,,,,,,,,,,,,,0,,0,,45,25,,
,Legal,Bachelors,1,30,,1,0,0,59,,,,,,,,,,,,,,0,,0,,59,,,
,Sales & Marketing,,1,27,3,2,0,0,49,,,,,,,,,,,,,,0,,0,,49,6,,
,Operations,Bachelors,1,27,,1,1,0,60,,,,,,,,,,,,,,0,,0,,60,,,
,Operations,Bachelors,1,57,3,12,0,0,61,,,,,,,,,,,,,,0,,0,,61,36,,
,Procurement,Bachelors,1,52,4,19,1,0,75,,,,,,,,,,,,,,0,,0,,75,76,,
,Sales & Marketing,Bachelors,1,39,5,9,1,0,48,,,,,,,,,,,,,,0,,0,,48,45,,
,Sales & Marketing,Bachelors,1,32,5,7,1,0,51,,,,,,,,,,,,,,0,,0,,51,35,,
,Operations,Bachelors,1,57,4,6,1,0,60,,,,,,,,,,,,,,0,,0,,60,24,,
,Analytics,Masters & above,1,35,5,5,0,0,85,,,,,,,,,,,,,,0,,0,,85,25,,
,Technology,Bachelors,1,32,2,7,0,0,78,,,,,,,,,,,,,,0,,0,,78,14,,
,Operations,Bachelors,1,30,,1,0,0,61,,,,,,,,,,,,,,0,,0,,61,,,
,Operations,Bachelors,1,35,5,3,1,0,62,,,,,,,,,,,,,,0,,0,,62,15,,
,Finance,Masters & above,1,42,4,6,1,0,59,,,,,,,,,,,,,,0,,0,,59,24,,
,Operations,Below Secondary,1,23,,1,0,0,59,,,,,,,,,,,,,,0,,0,,59,,,
,Technology,Bachelors,1,30,3,4,0,0,77,,,,,,,,,,,,,,0,,0,,77,12,,
,Operations,Bachelors,2,40,5,9,1,0,60,,,,,,,,,,,,,,0,,0,,120,45,,
,Analytics,Masters & above,1,32,3,7,0,0,81,,,,,,,,,,,,,,0,,0,,81,21,,
,Analytics,Bachelors,2,28,5,6,1,0,77,,,,,,,,,,,,,,0,,0,,154,30,,
,HR,Bachelors,1,28,,1,1,0,47,,,,,,,,,,,,,,0,,0,,47,,,
,Operations,Bachelors,1,31,2,8,1,0,64,,,,,,,,,,,,,,0,,0,,64,16,,
,Analytics,Bachelors,1,32,3,8,0,0,86,,,,,,,,,,,,,,0,,0,,86,24,,
,Procurement,Bachelors,2,28,4,2,0,0,67,,,,,,,,,,,,,,0,,0,,134,8,,
,Sales & Marketing,Bachelors,1,30,1,7,0,0,53,,,,,,,,,,,,,,0,,0,,53,7,,
,Sales & Marketing,Bachelors,1,28,2,3,0,0,44,,,,,,,,,,,,,,0,,0,,44,6,,
,Sales & Marketing,Bachelors,3,28,2,2,0,0,48,,,,,,,,,,,,,,0,,0,,144,4,,
,Procurement,Masters & above,1,50,3,4,0,0,74,,,,,,,,,,,,,,0,,0,,74,12,,
,Operations,Bachelors,1,28,3,5,0,0,59,,,,,,,,,,,,,,0,,0,,59,15,,
,Sales & Marketing,Bachelors,1,23,,1,0,0,48,,,,,,,,,,,,,,0,,0,,48,,,
,Operations,Masters & above,1,37,5,4,1,0,58,,,,,,,,,,,,,,0,,0,,58,20,,
,Sales & Marketing,Masters & above,1,44,3,14,0,0,49,,,,,,,,,,,,,,0,,0,,49,42,,
,Sales & Marketing,Masters & above,1,42,5,6,0,0,48,,,,,,,,,,,,,,0,,0,,48,30,,
,Analytics,Bachelors,1,32,1,5,0,0,84,,,,,,,,,,,,,,0,,0,,84,5,,
,Technology,Bachelors,1,42,3,4,0,0,82,,,,,,,,,,,,,,0,,0,,82,12,,
,Sales & Marketing,Bachelors,3,29,3,1,0,0,50,,,,,,,,,,,,,,0,,0,,150,3,,
,Operations,Bachelors,1,30,3,7,0,0,58,,,,,,,,,,,,,,0,,0,,58,21,,
,Sales & Marketing,Bachelors,1,24,3,3,1,0,49,,,,,,,,,,,,,,0,,0,,49,9,,
,Sales & Marketing,Masters & above,1,49,2,3,0,0,50,,,,,,,,,,,,,,0,,0,,50,6,,
,Finance,Bachelors,1,40,5,7,0,0,59,,,,,,,,,,,,,,0,,0,,59,35,,
,Sales & Marketing,Bachelors,1,40,3,2,0,0,68,,,,,,,,,,,,,,0,,0,,68,6,,
,Analytics,Bachelors,1,30,5,2,1,0,80,,,,,,,,,,,,,,0,,0,,80,10,,
,Operations,Bachelors,1,55,4,24,0,0,60,,,,,,,,,,,,,,0,,0,,60,96,,
,Operations,Masters & above,1,35,4,3,0,0,53,,,,,,,,,,,,,,0,,0,,53,12,,
,Analytics,,1,32,4,2,0,0,80,,,,,,,,,,,,,,0,,0,,80,8,,
,Sales & Marketing,Bachelors,1,27,1,2,0,0,50,,,,,,,,,,,,,,0,,0,,50,2,,
,Sales & Marketing,Bachelors,1,29,5,4,0,0,49,,,,,,,,,,,,,,0,,0,,49,20,,
,Sales & Marketing,Bachelors,1,32,2,4,0,0,51,,,,,,,,,,,,,,0,,0,,51,8,,
,Operations,Bachelors,1,45,5,5,1,0,61,,,,,,,,,,,,,,0,,0,,61,25,,
,Operations,Below Secondary,2,25,,1,0,0,61,,,,,,,,,,,,,,0,,0,,122,,,
,Sales & Marketing,Bachelors,1,32,3,5,1,0,53,,,,,,,,,,,,,,0,,0,,53,15,,
,HR,Bachelors,1,25,4,1,1,0,65,,,,,,,,,,,,,,0,,0,,65,4,,
,Analytics,Bachelors,2,30,4,8,0,0,87,,,,,,,,,,,,,,0,,0,,174,32,,
,Procurement,Bachelors,1,28,1,6,0,0,68,,,,,,,,,,,,,,0,,0,,68,6,,
,Operations,Masters & above,2,39,4,5,1,0,67,,,,,,,,,,,,,,0,,0,,134,20,,
,Technology,Bachelors,1,27,,1,0,0,78,,,,,,,,,,,,,,0,,0,,78,,,
,Sales & Marketing,Bachelors,2,35,1,8,0,0,45,,,,,,,,,,,,,,0,,0,,90,8,,
,Sales & Marketing,Bachelors,1,36,3,9,1,0,55,,,,,,,,,,,,,,0,,0,,55,27,,
,Operations,Bachelors,1,34,5,6,1,0,58,,,,,,,,,,,,,,0,,0,,58,30,,
,Analytics,Masters & above,1,37,4,8,0,0,86,,,,,,,,,,,,,,0,,0,,86,32,,
,HR,Masters & above,1,33,2,5,1,0,45,,,,,,,,,,,,,,0,,0,,45,10,,
,Operations,Bachelors,1,42,3,4,0,0,60,,,,,,,,,,,,,,0,,0,,60,12,,
,Sales & Marketing,Masters & above,1,38,1,9,0,0,53,,,,,,,,,,,,,,0,,0,,53,9,,
,Technology,Masters & above,1,42,3,10,0,0,75,,,,,,,,,,,,,,0,,0,,75,30,,
,Analytics,Bachelors,1,40,1,5,0,0,78,,,,,,,,,,,,,,0,,0,,78,5,,
,Sales & Marketing,Bachelors,2,32,3,9,0,0,53,,,,,,,,,,,,,,0,,0,,106,27,,
,Sales & Marketing,Bachelors,1,41,3,6,0,0,51,,,,,,,,,,,,,,0,,0,,51,18,,
,Operations,Masters & above,1,38,4,4,1,0,61,,,,,,,,,,,,,,0,,0,,61,16,,
,Sales & Marketing,Bachelors,1,31,1,3,0,0,43,,,,,,,,,,,,,,0,,0,,43,3,,
,Sales & Marketing,Bachelors,1,33,,1,0,0,47,,,,,,,,,,,,,,0,,0,,47,,,
,Technology,Bachelors,1,39,5,7,1,0,79,,,,,,,,,,,,,,0,,0,,79,35,,
,Technology,Masters & above,1,41,3,7,0,0,81,,,,,,,,,,,,,,0,,0,,81,21,,
,Procurement,Bachelors,1,33,2,3,0,0,69,,,,,,,,,,,,,,0,,0,,69,6,,
,Operations,Bachelors,1,29,3,2,0,0,57,,,,,,,,,,,,,,0,,0,,57,6,,
,Analytics,Bachelors,2,40,5,8,0,0,87,,,,,,,,,,,,,,0,,0,,174,40,,
,Sales & Marketing,Bachelors,1,34,2,8,0,0,52,,,,,,,,,,,,,,0,,0,,52,16,,
,Procurement,Bachelors,1,29,3,4,1,0,71,,,,,,,,,,,,,,0,,0,,71,12,,
,Operations,Bachelors,1,37,5,2,1,0,60,,,,,,,,,,,,,,0,,0,,60,10,,
,HR,Bachelors,1,33,2,3,0,0,57,,,,,,,,,,,,,,0,,0,,57,6,,
,Sales & Marketing,Bachelors,1,26,1,3,0,0,47,,,,,,,,,,,,,,0,,0,,47,3,,
,Finance,Bachelors,3,29,5,4,1,0,60,,,,,,,,,,,,,,0,,0,,180,20,,
,Sales & Marketing,Bachelors,1,30,5,5,1,0,50,,,,,,,,,,,,,,0,,0,,50,25,,
,Sales & Marketing,,1,44,5,4,0,0,49,,,,,,,,,,,,,,0,,0,,49,20,,
,Sales & Marketing,Masters & above,1,37,5,9,0,0,49,,,,,,,,,,,,,,0,,0,,49,45,,
,Procurement,Bachelors,2,32,1,6,0,0,65,,,,,,,,,,,,,,0,,0,,130,6,,
,Procurement,,1,31,3,6,0,0,67,,,,,,,,,,,,,,0,,0,,67,18,,
,Legal,Masters & above,1,46,3,12,0,0,53,,,,,,,,,,,,,,0,,0,,53,36,,
,Operations,Bachelors,1,43,2,10,0,0,64,,,,,,,,,,,,,,0,,0,,64,20,,
,Sales & Marketing,Bachelors,1,34,2,7,0,0,53,,,,,,,,,,,,,,0,,0,,53,14,,
,Operations,Bachelors,2,27,5,2,1,0,63,,,,,,,,,,,,,,0,,0,,126,10,,
,Sales & Marketing,Bachelors,1,35,5,3,0,0,53,,,,,,,,,,,,,,0,,0,,53,15,,
,Analytics,Bachelors,1,34,,1,1,0,82,,,,,,,,,,,,,,0,,0,,82,,,
,Procurement,Bachelors,1,27,3,4,0,0,69,,,,,,,,,,,,,,0,,0,,69,12,,
,Analytics,Bachelors,1,28,1,2,0,0,83,,,,,,,,,,,,,,0,,0,,83,2,,
,Analytics,Bachelors,1,27,1,4,0,0,84,,,,,,,,,,,,,,0,,0,,84,4,,
,HR,Bachelors,1,53,1,3,0,0,49,,,,,,,,,,,,,,0,,0,,49,3,,
,Sales & Marketing,Bachelors,2,27,1,3,0,0,48,,,,,,,,,,,,,,0,,0,,96,3,,
,Operations,Bachelors,1,34,1,7,1,0,58,,,,,,,,,,,,,,0,,0,,58,7,,
,Procurement,Masters & above,1,39,5,4,0,1,89,,,,,,,,,,,,,,0,,0,,89,20,,
,Procurement,Masters & above,1,37,3,3,1,0,70,,,,,,,,,,,,,,0,,0,,70,9,,
,Sales & Marketing,Bachelors,1,27,4,3,1,0,52,,,,,,,,,,,,,,0,,0,,52,12,,
,Sales & Marketing,Masters & above,1,32,4,8,0,0,47,,,,,,,,,,,,,,0,,0,,47,32,,
,Procurement,Masters & above,1,34,3,7,1,0,66,,,,,,,,,,,,,,0,,0,,66,21,,
,Technology,Masters & above,1,34,5,3,0,0,77,,,,,,,,,,,,,,0,,0,,77,15,,
,Operations,Masters & above,1,48,5,15,1,0,61,,,,,,,,,,,,,,0,,0,,61,75,,
,Technology,Bachelors,1,29,3,2,0,0,83,,,,,,,,,,,,,,0,,0,,83,6,,
,Operations,Bachelors,1,41,4,12,1,0,52,,,,,,,,,,,,,,0,,0,,52,48,,
,Technology,Below Secondary,3,23,3,2,0,0,78,,,,,,,,,,,,,,0,,0,,234,6,,
,Analytics,Bachelors,1,27,3,3,0,0,85,,,,,,,,,,,,,,0,,0,,85,9,,
,Sales & Marketing,Bachelors,1,30,3,3,0,0,46,,,,,,,,,,,,,,0,,0,,46,9,,
,Sales & Marketing,Bachelors,1,35,3,9,0,0,48,,,,,,,,,,,,,,0,,0,,48,27,,
,Procurement,Masters & above,1,38,4,4,0,0,71,,,,,,,,,,,,,,0,,0,,71,16,,
,Sales & Marketing,Masters & above,1,43,2,14,0,0,51,,,,,,,,,,,,,,0,,0,,51,28,,
,Procurement,Masters & above,1,55,3,6,0,0,73,,,,,,,,,,,,,,0,,0,,73,18,,
,Procurement,Bachelors,1,29,,1,0,0,81,,,,,,,,,,,,,,0,,0,,81,,,
,Operations,Masters & above,1,56,4,28,0,0,62,,,,,,,,,,,,,,0,,0,,62,112,,
,Sales & Marketing,Bachelors,1,34,2,10,0,0,47,,,,,,,,,,,,,,0,,0,,47,20,,
,Technology,Bachelors,1,30,1,5,0,0,75,,,,,,,,,,,,,,0,,0,,75,5,,
,Technology,Bachelors,1,33,3,6,0,0,81,,,,,,,,,,,,,,0,,0,,81,18,,
,Sales & Marketing,Masters & above,1,42,1,8,0,0,48,,,,,,,,,,,,,,0,,0,,48,8,,
,Procurement,Bachelors,1,30,1,5,0,0,71,,,,,,,,,,,,,,0,,0,,71,5,,
,Technology,Bachelors,1,28,4,4,0,0,84,,,,,,,,,,,,,,0,,0,,84,16,,
,Technology,Bachelors,1,31,2,5,1,0,79,,,,,,,,,,,,,,0,,0,,79,10,,
,Sales & Marketing,Bachelors,2,32,2,6,0,0,50,,,,,,,,,,,,,,0,,0,,100,12,,
